caseid,wgt,month,year,trips,des_name,des_address,des_primary_city,des_secondary_city,des_state,des_county,des_zipcode,site_id_agg,lat_lon_des,lat_lon_des_agg,days,days_recreation,travel_others,travel_others_num,mode_chosen,car_rental,travel_mode,travel_mode_other
93377946,50886.84,3,2012,.62041583,"","","SOUTH PADRE ISLAND","","TX","CAMERON","",1,"26.1184N,97.1698W","26.1184N,97.1698W",,,,,"",,,""
93377946,50886.84,4,2012,.44379104,"","","SOUTH PADRE ISLAND","","TX","CAMERON","",1,"26.1184N,97.1698W","26.1184N,97.1698W",,,,,"",,,""
93377946,25884.52,1,2012,.62041583,"","","SOUTH PADRE ISLAND","","TX","CAMERON","",1,"26.1184N,97.1698W","26.1184N,97.1698W",,,,,"",,,""
93377946,50886.84,5,2012,.55171408,"","","SOUTH PADRE ISLAND","","TX","CAMERON","",1,"26.1184N,97.1698W","26.1184N,97.1698W",,,,,"",,,""
93377946,50886.84,5,2012,.55171408,"","","PORT MANSFIELD","","TX","WILLACY","",1,"26.5458N,97.4362W","26.1184N,97.1698W",,,,,"",,,""
93377946,50886.84,4,2012,.44379104,"","","PORT MANSFIELD","","TX","WILLACY","",1,"26.5458N,97.4362W","26.1184N,97.1698W",,,,,"",,,""
93377946,50886.84,6,2012,.88897343,"","","PORT MANSFIELD","","TX","WILLACY","",1,"26.5458N,97.4362W","26.1184N,97.1698W",,,,,"",,,""
93377946,50886.84,3,2012,.62041583,"","","PORT MANSFIELD","","TX","WILLACY","",1,"26.5458N,97.4362W","26.1184N,97.1698W",,,,,"",,,""
93377946,25884.52,1,2012,.62041583,"","","PORT MANSFIELD","","TX","WILLACY","",1,"26.5458N,97.4362W","26.1184N,97.1698W",,,,,"",,,""
93377946,25443.42,7,2012,1.2945607,"","","PORT MANSFIELD","","TX","WILLACY","",1,"26.5458N,97.4362W","26.1184N,97.1698W",,,,,"",,,""
93377946,37813.66,2,2012,.58012908,"","","PORT MANSFIELD","","TX","WILLACY","",1,"26.5458N,97.4362W","26.1184N,97.1698W",,,,,"",,,""
93379173,496.8326,7,2012,1,"","","BOYNTON BEACH","","FL","PALM BEACH","",66,"26.5289N,80.0631W","26.4728N,80.0557W",14,3,2,1,"Plane",2,2,"-1"
93379173,772.2332,2,2012,1,"","","MIAMI","","FL","MIAMI-DADE","",63,"25.7289N,80.2374W","25.7930N,80.1349W",7,5,1,-1,"Plane",2,2,"-1"
93390525,3168.922,4,2012,1,"","","FORT MYERS BEACH","","FL","LEE","",57,"26.4486N,81.9427W","26.4486N,81.9427W",7,6,2,3,"Car",-1,1,"-1"
93391661,8841.568,6,2012,1,"","","GALVESTON","","TX","GALVESTON","",6,"29.2953N,94.8079W","29.2953N,94.8079W",8,3,2,3,"Car",-1,1,"-1"
93393759,816.2744,7,2012,1,"","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",10,7,2,1,"Car",-1,1,"-1"
93394336,3768.063,3,2012,1,"","","SIESTA KEY","","FL","SARASOTA","",52,"27.2671N,82.5499W","27.2619N,82.5483W",5,3,2,3,"Car",-1,1,"-1"
93394475,3089.473,4,2012,1,"","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",10,7,2,7,"Car",-1,1,"-1"
93400817,69267.12,5,2012,.14889303,"","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",,,,,"",,,""
93400817,36416.51,1,2012,.16743381,"","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",,,,,"",,,""
93400817,69267.12,3,2012,.16743381,"","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",,,,,"",,,""
93400817,55498.3,2,2012,.15656149,"","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",,,,,"",,,""
93400817,69267.12,6,2012,.2399104,"","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",,,,,"",,,""
93400817,69267.12,4,2012,.11976746,"","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",,,,,"",,,""
93404002,5727.587,6,2012,1,"","","NEPTUNE BEACH","","FL","DUVAL","",79,"30.3241N,81.3960W","30.2887N,81.3917W",10,3,2,1,"Car",-1,1,"-1"
93426527,15383.37,3,2012,1,"","","TAMPA","","FL","HILLSBOROUGH","",-1,"","",10,8,2,1,"Plane",2,2,"-1"
93432304,2006.529,7,2012,1,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",9,7,2,2,"Car",-1,1,"-1"
93445827,3386.135,7,2012,1,"","","PALMETTO","","FL","MANATEE","",50,"27.5157N,82.5729W","27.5157N,82.5729W",5,2,1,-1,"Car",-1,1,"-1"
93447045,6787.159,6,2012,1,"","","COCOA BEACH","","FL","BREVARD","",73,"28.3175N,80.6100W","28.3175N,80.6100W",7,4,2,6,"Car",-1,1,"-1"
93453091,3230.668,4,2012,1,"","","NEW SMYRNA BEACH","","FL","VOLUSIA","",74,"29.0269N,80.9228W","29.0269N,80.9228W",4,2,2,2,"Plane",2,2,"-1"
93487724,4875.066,6,2012,1,"","","MIAMI","","FL","MIAMI-DADE","",63,"25.7289N,80.2374W","25.7930N,80.1349W",7,7,2,1,"Plane",2,2,"-1"
93488703,1840.829,8,2012,1,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",7,5,2,1,"Car",-1,1,"-1"
93489988,7943.461,3,2012,1,"","","CLEARWATER","","FL","PINELLAS","",44,"27.9655N,82.7997W","28.0000N,82.8286W",9,6,2,3,"Car",-1,1,"-1"
93497415,4339.893,7,2012,1,"","","GALVESTON","","TX","GALVESTON","",6,"29.2953N,94.8079W","29.2953N,94.8079W",7,3,2,3,"Car",-1,1,"-1"
93500575,18348.95,6,2012,1,"","","FORT MYERS","","FL","","",57,"26.6408N,81.8681W","26.4486N,81.9427W",4,4,2,3,"Plane",2,2,"-1"
93511795,2416.522,1,2012,1,"","","DELRAY BEACH","","FL","PALM BEACH","",66,"26.4643N,80.0741W","26.4728N,80.0557W",30,30,1,-1,"Plane",1,2,"-1"
93512327,773.337,1,2012,1,"","","SAINT AUGUSTINE BEACH","","FL","ST. JOHNS","",78,"29.8545N,81.2797W","29.8545N,81.2797W",14,7,2,1,"Car",-1,1,"-1"
93514497,3208.517,4,2012,1,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",5,5,2,1,"Plane",1,2,"-1"
93525792,10453.72,2,2012,1,"","","KEY WEST","","FL","MONROE","",61,"24.5544N,81.8003W","24.6611N,81.4447W",7,1,2,1,"Plane",1,2,"-1"
93533377,13007.95,7,2012,1,"","","ORANGE BEACH","","AL","BALDWIN","",21,"30.2950N,87.5748W","30.2950N,87.5748W",7,5,2,4,"Plane",2,2,"-1"
93537290,1589.804,1,2012,1,"","","WEST PALM BEACH","","FL","PALM BEACH","",67,"26.7143N,80.0526W","26.7159N,80.0331W",8,4,2,4,"Car",-1,1,"-1"
93541475,3279.963,3,2012,1,"","","TAMPA","","FL","HILLSBOROUGH","",-1,"","",10,10,2,4,"Plane",1,2,"-1"
93554309,10010.08,7,2012,1,"","","ROCKPORT","","TX","ARANSAS","",3,"28.0272N,97.0548W","28.0625N,97.0412W",6,6,2,1,"Car",-1,1,"-1"
93554309,20020.16,5,2012,1,"","","ROCKPORT","","TX","ARANSAS","",3,"28.0272N,97.0548W","28.0625N,97.0412W",3,3,2,1,"Car",-1,1,"-1"
93570608,2404.695,4,2012,1,"","","DAYTONA BEACH","","FL","VOLUSIA","",75,"29.2035N,81.0394W","29.2035N,81.0394W",10,7,2,3,"Car",-1,1,"-1"
93570925,17338.81,3,2012,1,"","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",10,8,2,4,"Plane",1,2,"-1"
93573775,638.5059,1,2012,1,"","","KEY WEST","","FL","MONROE","",61,"24.5544N,81.8003W","24.6611N,81.4447W",5,2,2,2,"Plane",1,2,"-1"
93579067,4881.545,3,2012,1,"JEKYLL ISLAND","","","","GA","","",82,"31.0685N,81.4134W","31.1352N,81.4005W",7,7,2,1,"Car",-1,1,"-1"
93583578,13142.33,6,2012,1,"","","POMPANO BEACH","","FL","BROWARD","",65,"26.2314N,80.1252W","26.2212N,80.0897W",10,6,2,3,"Car",-1,1,"-1"
93585152,4123.215,2,2012,.15656149,"","","JUNO BEACH","","FL","PALM BEACH","",68,"26.8719N,80.0526W","27.0591N,80.1364W",,,,,"",,,""
93585152,5360.538,6,2012,.2399104,"","","JUNO BEACH","","FL","PALM BEACH","",68,"26.8719N,80.0526W","27.0591N,80.1364W",,,,,"",,,""
93585152,5360.538,5,2012,.14889303,"","","JUNO BEACH","","FL","PALM BEACH","",68,"26.8719N,80.0526W","27.0591N,80.1364W",,,,,"",,,""
93585152,5360.538,3,2012,.16743381,"","","JUNO BEACH","","FL","PALM BEACH","",68,"26.8719N,80.0526W","27.0591N,80.1364W",,,,,"",,,""
93585152,5360.538,4,2012,.11976746,"","","JUNO BEACH","","FL","PALM BEACH","",68,"26.8719N,80.0526W","27.0591N,80.1364W",,,,,"",,,""
93585152,2798.85,1,2012,.16743381,"","","JUNO BEACH","","FL","PALM BEACH","",68,"26.8719N,80.0526W","27.0591N,80.1364W",,,,,"",,,""
93585787,9206.868,3,2012,1,"","","NEW ORLEANS","","LA","ORLEANS","",12,"29.9537N,90.0777W","29.9537N,90.0777W",5,1,2,3,"Car",-1,1,"-1"
93596073,2491.36,5,2012,1,"","","TAMPA","","FL","HILLSBOROUGH","",-1,"","",10,5,2,1,"Car",-1,1,"-1"
93597520,1461.873,1,2012,1,"","","CLEARWATER","","FL","PINELLAS","",44,"27.9655N,82.7997W","28.0000N,82.8286W",4,4,2,1,"Car",-1,1,"-1"
93597735,18976.89,3,2012,1,"","","FORT MYERS","","FL","LEE","",57,"26.6408N,81.8681W","26.4486N,81.9427W",9,3,2,2,"Car",-1,1,"-1"
93604633,25512.48,2,2012,1,"FLORIDA KEYS","","-8","","FL","","",-1,"","",14,10,2,1,"Car",-1,1,"-1"
93608743,2957.227,1,2012,.1272721,"","","NEW ORLEANS","","LA","ORLEANS","",12,"29.9537N,90.0777W","29.9537N,90.0777W",,,,,"",,,""
93608743,3135.358,7,2012,.23986622,"","","NEW ORLEANS","","LA","ORLEANS","",12,"29.9537N,90.0777W","29.9537N,90.0777W",,,,,"",,,""
93608743,5663.874,6,2012,.182364,"","","NEW ORLEANS","","LA","ORLEANS","",12,"29.9537N,90.0777W","29.9537N,90.0777W",,,,,"",,,""
93608743,5663.874,3,2012,.1272721,"","","NEW ORLEANS","","LA","ORLEANS","",12,"29.9537N,90.0777W","29.9537N,90.0777W",,,,,"",,,""
93608743,5663.874,5,2012,.11317862,"","","NEW ORLEANS","","LA","ORLEANS","",12,"29.9537N,90.0777W","29.9537N,90.0777W",,,,,"",,,""
93608743,5663.874,4,2012,.09103929,"","","NEW ORLEANS","","LA","ORLEANS","",12,"29.9537N,90.0777W","29.9537N,90.0777W",,,,,"",,,""
93608743,4356.535,2,2012,.11900767,"","","NEW ORLEANS","","LA","ORLEANS","",12,"29.9537N,90.0777W","29.9537N,90.0777W",,,,,"",,,""
93627847,4533.193,7,2012,1,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",6,4,2,4,"Car",-1,1,"-1"
93637855,3386.135,7,2012,1,"","","SAINT GEORGE ISLAND","","FL","","",35,"29.6584N,84.8803W","29.6584N,84.8803W",8,7,2,3,"Car",-1,1,"-1"
93641599,6957.196,1,2012,1,"","","ARROYO CITY","","TX","","",1,"26.3331N,97.4394W","26.1184N,97.1698W",25,9,2,1,"Car",-1,1,"-1"
93647818,7992.288,6,2012,1,"","","ALLIGATOR POINT","","FL","","",37,"29.9034N,84.4174W","29.9034N,84.4174W",14,5,2,2,"Plane",2,2,"-1"
93651897,6946.032,7,2012,1,"","","SAINT PETERSBURG","","FL","PINELLAS","",-1,"","",8,3,2,2,"Plane",1,2,"-1"
93658823,3226.894,5,2012,1,"","","DAYTONA BEACH","","FL","VOLUSIA","",75,"29.2035N,81.0394W","29.2035N,81.0394W",5,5,2,2,"Plane",2,2,"-1"
93672454,2404.695,5,2012,1,"","","FORT MYERS BEACH","","FL","LEE","",57,"26.4486N,81.9427W","26.4486N,81.9427W",14,3,2,3,"Car",-1,1,"-1"
93674261,7960.746,6,2012,1,"","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",7,7,2,3,"Car",-1,1,"-1"
93674775,3208.517,5,2012,1,"","","FORT WALTON BEACH","","FL","OKALOOSA","",26,"30.4042N,86.6146W","30.4042N,86.6146W",5,5,2,3,"Car",-1,1,"-1"
93679480,14008.31,2,2012,1,"","","BRUNSWICK","","GA","","",82,"31.1497N,81.4955W","31.1352N,81.4005W",4,2,2,1,"Car",-1,1,"-1"
93706153,11841.13,2,2012,1,"","","MIAMI","","FL","MIAMI-DADE","",63,"25.7289N,80.2374W","25.7930N,80.1349W",6,6,2,1,"Plane",2,2,"-1"
93708960,2896.681,5,2012,1,"","","SARASOTA","","FL","SARASOTA","",52,"27.3388N,82.5396W","27.2619N,82.5483W",6,5,2,2,"Plane",1,2,"-1"
93711344,10382.63,6,2012,1,"","","MIRAMAR BEACH","","FL","WALTON","",28,"30.3751N,86.3607W","30.3741N,86.2332W",12,10,2,7,"Car",-1,1,"-1"
93713209,1552.986,3,2012,1,"","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",4,2,2,2,"Car",-1,1,"-1"
93751948,16795.7,4,2012,1,"","","SAVANNAH","","GA","CHATHAM","",83,"32.0807N,81.0907W","31.8808N,81.1772W",7,3,2,1,"Car",-1,1,"-1"
93755768,6718.189,7,2012,1,"","","SAINT PETERSBURG","","FL","PINELLAS","",-1,"","",3,2,1,-1,"Plane",2,2,"-1"
93757481,2881.558,6,2012,1,"","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",8,7,2,3,"Car",-1,1,"-1"
93758349,1960.523,1,2012,1,"","","BRUNSWICK","","GA","GLYNN","",82,"31.1497N,81.4955W","31.1352N,81.4005W",,,,,"",,,""
93766269,2428.803,6,2012,1,"","","SAVANNAH","","GA","CHATHAM","",83,"32.0807N,81.0907W","31.8808N,81.1772W",28,10,2,1,"Car",-1,1,"-1"
93772439,2274.44,7,2012,1,"","","SOUTH PADRE ISLAND","","TX","CAMERON","",1,"26.1184N,97.1698W","26.1184N,97.1698W",3,3,2,4,"Car",-1,1,"-1"
93772439,2385.94,1,2012,1,"","","COCOA BEACH","","FL","BREVARD","",73,"28.3175N,80.6100W","28.3175N,80.6100W",7,4,2,6,"Plane",1,2,"-1"
93785840,1491.138,5,2012,1,"","","GALVESTON","","TX","GALVESTON","",6,"29.2953N,94.8079W","29.2953N,94.8079W",7,3,2,2,"Plane",2,2,"-1"
93785840,769.2996,1,2012,1,"","","SANIBEL","","FL","LEE","",57,"26.4393N,82.0718W","26.4486N,81.9427W",28,28,2,4,"Plane",1,2,"-1"
93792419,738.6086,7,2012,1,"","","DAYTONA BEACH","","FL","VOLUSIA","",75,"29.2035N,81.0394W","29.2035N,81.0394W",18,14,2,5,"Car",-1,1,"-1"
93793171,19905.01,8,2012,1,"","","TAMPA","","FL","HILLSBOROUGH","",-1,"","",8,5,2,1,"Plane",1,2,"-1"
93793171,18715.56,4,2012,1,"SANDESTIN GOLF AND BEACH RESORT","","DESTIN","","FL","","",28,"30.3736N,86.3307W","30.3741N,86.2332W",12,4,2,1,"Plane",1,2,"-1"
93793667,5436.857,3,2012,1,"","","VERO BEACH","","FL","INDIAN RIVER","",71,"27.6388N,80.3942W","27.6388N,80.3942W",15,13,2,1,"Car",-1,1,"-1"
93797937,2050.514,7,2012,1,"","","ORANGE BEACH","","AL","BALDWIN","",21,"30.2950N,87.5748W","30.2950N,87.5748W",7,7,2,4,"Car",-1,1,"-1"
93805485,11626.63,3,2012,1,"","","SARASOTA","","FL","SARASOTA","",52,"27.3388N,82.5396W","27.2619N,82.5483W",9,4,2,2,"Car",-1,1,"-1"
93814937,3912.448,4,2012,1,"","","PANAMA CITY","","FL","BAY","",32,"30.1598N,85.6603W","30.1598N,85.6603W",4,3,2,1,"Car",-1,1,"-1"
93821373,2863.793,7,2012,1,"","","MIAMI","","FL","MIAMI-DADE","",63,"25.7289N,80.2374W","25.7930N,80.1349W",6,4,1,-1,"Plane",2,2,"-1"
93825595,2369.808,6,2012,1,"","","ANNA MARIA","","FL","MANATEE","",51,"27.5266N,82.7363W","27.5039N,82.7145W",10,8,2,3,"Car",-1,1,"-1"
93825595,2369.808,5,2012,1,"","","MADEIRA BEACH","","FL","PINELLAS","",45,"27.8042N,82.8020W","27.8506N,82.8443W",5,5,2,1,"Plane",1,2,"-1"
93829070,26860.79,5,2012,1,"","","MIAMI","","FL","MIAMI-DADE","",63,"25.7289N,80.2374W","25.7930N,80.1349W",4,3,2,0,"Plane",2,2,"-1"
93829070,26860.79,5,2012,1,"","","MIAMI","","FL","MIAMI-DADE","",63,"25.7289N,80.2374W","25.7930N,80.1349W",7,6,1,-1,"Plane",2,2,"-1"
93829070,26860.79,4,2012,1,"","","MIAMI","","FL","MIAMI-DADE","",63,"25.7289N,80.2374W","25.7930N,80.1349W",7,6,1,-1,"Plane",2,2,"-1"
93829070,19649.9,2,2012,2.0492456,"","","MIAMI","","FL","MIAMI-DADE","",63,"25.7289N,80.2374W","25.7930N,80.1349W",,,,,"",,,""
93829070,26860.79,4,2012,1.5676457,"","","MIAMI","","FL","MIAMI-DADE","",63,"25.7289N,80.2374W","25.7930N,80.1349W",,,,,"",,,""
93829070,13861.34,1,2012,2.1915543,"","","MIAMI","","FL","MIAMI-DADE","",63,"25.7289N,80.2374W","25.7930N,80.1349W",,,,,"",,,""
93829070,26860.79,3,2012,2.1915543,"","","MIAMI","","FL","MIAMI-DADE","",63,"25.7289N,80.2374W","25.7930N,80.1349W",,,,,"",,,""
93829070,26860.79,4,2012,.19595571,"","","VERO BEACH","","FL","INDIAN RIVER","",71,"27.6388N,80.3942W","27.6388N,80.3942W",,,,,"",,,""
93829070,13861.34,1,2012,.27394429,"","","VERO BEACH","","FL","INDIAN RIVER","",71,"27.6388N,80.3942W","27.6388N,80.3942W",,,,,"",,,""
93829070,26860.79,4,2012,.19595571,"","","VERO BEACH","","FL","INDIAN RIVER","",71,"27.6388N,80.3942W","27.6388N,80.3942W",,,,,"",,,""
93829070,13861.34,1,2012,.27394429,"","","VERO BEACH","","FL","INDIAN RIVER","",71,"27.6388N,80.3942W","27.6388N,80.3942W",,,,,"",,,""
93829070,26860.79,3,2012,.27394429,"","","VERO BEACH","","FL","INDIAN RIVER","",71,"27.6388N,80.3942W","27.6388N,80.3942W",,,,,"",,,""
93829070,19649.9,2,2012,.2561557,"","","VERO BEACH","","FL","INDIAN RIVER","",71,"27.6388N,80.3942W","27.6388N,80.3942W",,,,,"",,,""
93829070,26860.79,3,2012,.27394429,"","","VERO BEACH","","FL","INDIAN RIVER","",71,"27.6388N,80.3942W","27.6388N,80.3942W",,,,,"",,,""
93829070,19649.9,2,2012,.2561557,"","","VERO BEACH","","FL","INDIAN RIVER","",71,"27.6388N,80.3942W","27.6388N,80.3942W",,,,,"",,,""
93830339,1251.667,4,2012,1,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",9,4,2,1,"Car",-1,1,"-1"
93830526,5753.108,2,2012,1,"","","TITUSVILLE","","FL","BREVARD","",73,"28.6080N,80.8079W","28.3175N,80.6100W",9,7,2,1,"Plane",2,2,"-1"
93842060,17370.66,5,2012,1,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",2,2,2,6,"Car",-1,1,"-1"
93842976,3873.459,3,2012,.24816633,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",,,,,"",,,""
93842976,3873.459,6,2012,.35558937,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",,,,,"",,,""
93842976,2790.313,2,2012,.23205163,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",,,,,"",,,""
93842976,1955.739,1,2012,.24816633,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",,,,,"",,,""
93842976,3873.459,4,2012,.17751642,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",,,,,"",,,""
93842976,1936.729,7,2012,.51782428,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",,,,,"",,,""
93842976,3873.459,5,2012,.22068563,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",,,,,"",,,""
93852630,10604.97,4,2012,1,"","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",7,4,2,1,"Plane",2,2,"-1"
93876766,19640.67,3,2012,1,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",8,8,2,4,"Car",-1,1,"-1"
93883175,10834.16,5,2012,1,"","","PENSACOLA","","FL","ESCAMBIA","",-1,"","",15,8,2,4,"Car",-1,1,"-1"
93884015,3951.024,6,2012,1,"","","WEST PALM BEACH","","FL","PALM BEACH","",67,"26.7143N,80.0526W","26.7159N,80.0331W",11,6,2,3,"Car",-1,1,"-1"
93887847,5727.587,3,2012,1,"","","ISLAMORADA","","FL","MONROE","",62,"24.9244N,80.6279W","24.9602N,80.5678W",8,4,2,1,"Plane",2,2,"-1"
93889065,13836.05,3,2012,1,"","","SAINT AUGUSTINE","","FL","ST. JOHNS","",78,"29.8921N,81.3142W","29.8545N,81.2797W",8,7,1,-1,"Plane",2,2,"-1"
93889748,6937.366,1,2012,.22028168,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",,,,,"",,,""
93889748,13562.45,5,2012,.19588879,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",,,,,"",,,""
93889748,13562.45,3,2012,.22028168,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",,,,,"",,,""
93889748,13562.45,4,2012,.15757018,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",,,,,"",,,""
93889748,9759.351,2,2012,.20597767,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",,,,,"",,,""
93893419,2896.681,3,2012,1,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",10,8,2,2,"Plane",1,2,"-1"
93894096,2810.181,1,2012,1,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",8,2,2,19,"Plane",2,2,"-1"
93898357,3168.922,6,2012,1,"","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",8,6,2,5,"Car",-1,1,"-1"
93898366,6610.594,3,2012,1,"","","SAINT PETERSBURG","","FL","PINELLAS","",-1,"","",30,20,1,-1,"Plane",2,2,"-1"
93905732,5371.575,7,2012,1,"","","SAINT PETERSBURG","","FL","","",-1,"","",6,1,2,1,"Car",-1,1,"-1"
93906216,17164.63,4,2012,1,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",5,4,2,3,"Plane",2,2,"-1"
93913063,2491.36,4,2012,1,"","","MIAMI","","FL","MIAMI-DADE","",63,"25.7289N,80.2374W","25.7930N,80.1349W",11,3,2,1,"Plane",2,2,"-1"
93913577,10404.68,2,2012,1,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",4,2,2,1,"Plane",1,2,"-1"
93915704,11352.18,2,2012,1,"","","SIESTA KEY","","FL","SARASOTA","",52,"27.2671N,82.5499W","27.2619N,82.5483W",28,18,2,2,"Plane",1,2,"-1"
93923464,3198.784,6,2012,1,"","","SANTA ROSA BEACH","DESTIN","FL","","",28,"30.3741N,86.2332W","30.3741N,86.2332W",7,6,2,3,"Car",-1,1,"-1"
93923464,3198.784,3,2012,.16743381,"","","JACKSONVILLE BEACH","","FL","DUVAL","",79,"30.2887N,81.3917W","30.2887N,81.3917W",,,,,"",,,""
93923464,3198.784,4,2012,.11976746,"","","JACKSONVILLE BEACH","","FL","DUVAL","",79,"30.2887N,81.3917W","30.2887N,81.3917W",,,,,"",,,""
93923464,3198.784,5,2012,.14889303,"","","JACKSONVILLE BEACH","","FL","DUVAL","",79,"30.2887N,81.3917W","30.2887N,81.3917W",,,,,"",,,""
93923464,3198.784,6,2012,.2399104,"","","JACKSONVILLE BEACH","","FL","DUVAL","",79,"30.2887N,81.3917W","30.2887N,81.3917W",,,,,"",,,""
93923464,2325.671,2,2012,.15656149,"","","JACKSONVILLE BEACH","","FL","DUVAL","",79,"30.2887N,81.3917W","30.2887N,81.3917W",,,,,"",,,""
93923464,1589.804,1,2012,.16743381,"","","JACKSONVILLE BEACH","","FL","DUVAL","",79,"30.2887N,81.3917W","30.2887N,81.3917W",,,,,"",,,""
93928786,13933.22,7,2012,1,"","","ORANGE BEACH","","AL","BALDWIN","",21,"30.2950N,87.5748W","30.2950N,87.5748W",14,10,2,3,"Car",-1,1,"-1"
93939380,5349.321,3,2012,1,"","","KEY WEST","","FL","MONROE","",61,"24.5544N,81.8003W","24.6611N,81.4447W",28,4,2,1,"Car",-1,1,"-1"
93954561,5799.153,5,2012,1,"","","NEW SMYRNA BEACH","","FL","VOLUSIA","",74,"29.0269N,80.9228W","29.0269N,80.9228W",5,-8,2,5,"Car",-1,1,"-1"
93974680,1500.938,4,2012,1,"","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",8,2,2,1,"Car",-1,1,"-1"
93978307,8841.568,5,2012,1,"","","ORANGE BEACH","","AL","BALDWIN","",21,"30.2950N,87.5748W","30.2950N,87.5748W",10,7,2,3,"Car",-1,1,"-1"
93994259,14089.02,6,2012,1,"","","MOBILE","","AL","MOBILE","",19,"30.6863N,88.0532W","30.5363N,87.8862W",4,4,2,7,"",2,91,"BUS"
93997335,3770.416,6,2012,1,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",12,8,2,3.5,"Car",-1,1,"-1"
94002450,1627.819,7,2012,1,"","","KEY WEST","","FL","MONROE","",61,"24.5544N,81.8003W","24.6611N,81.4447W",21,10,2,1,"Car",-1,1,"-1"
94017584,9352.978,3,2012,1,"","","KEY WEST","","FL","MONROE","",61,"24.5544N,81.8003W","24.6611N,81.4447W",7,7,2,1,"Plane",2,2,"-1"
94021648,16734.3,5,2012,1,"","","SARASOTA","","FL","SARASOTA","",52,"27.3388N,82.5396W","27.2619N,82.5483W",4,4,2,2,"Plane",1,2,"-1"
94031571,2006.529,7,2012,1,"","","JACKSONVILLE BEACH","","FL","DUVAL","",79,"30.2887N,81.3917W","30.2887N,81.3917W",3,2,2,3,"Car",-1,1,"-1"
