caseid,wgt,month,year,trips_single,trips_md,des_name,des_direction,des_address,des_primary_city,des_secondary_city,des_state,des_county,des_zipcode,site_id_agg,lat_lon_des,lat_lon_des_agg,days,es_origin,es_origin_zip,es_origin_city,es_origin_state,md_days_rec,travel_others,travel_others_num
80003508,4938.5413,1,2013,8,0,"ANNA MARIA ISLAND","","","","","FL","MANATEE","",51,"27.5039N,82.7145W","27.5039N,82.7145W",,0,"-1","-1","-1",,,
80003508,12490.925,3,2013,1,0,"ANNA MARIA ISLAND","","","","","FL","MANATEE","",51,"27.5039N,82.7145W","27.5039N,82.7145W",1,0,"-1","-1","-1",-1,1,-1
80003508,4938.5413,1,2013,0,1,"ANNA MARIA ISLAND","","","","","FL","MANATEE","",51,"27.5039N,82.7145W","27.5039N,82.7145W",5,0,"-1","-1","-1",5,2,1
80009809,1671.0137,11,2012,1,0,"JEKYLL ISLAND","","","","","GA","GLYNN","",82,"31.0563N,81.4059W","31.1352N,81.4005W",1,0,"-1","-1","-1",-1,2,4
80010467,2221.4108,3,2013,0,1,"","","","PERDIDO KEY","","FL","","",22,"30.3085N,87.4268W","30.3085N,87.4268W",5,0,"-1","-1","-1",1,2,2
80020943,1694.9306,12,2012,1,0,"SIESTA KEY BEACH","","","SIESTA KEY","","FL","","",52,"27.2619N,82.5483W","27.2619N,82.5483W",1,0,"-1","-1","-1",-1,2,3
80021799,3469.5834,12,2012,1,0,"","","","GALVESTON","","TX","GALVESTON","",6,"29.2953N,94.8079W","29.2953N,94.8079W",1,0,"-1","-1","-1",-1,2,3
80021799,3469.5834,12,2012,1,0,"","","","QUINTANA","","TX","BRAZORIA","",5,"28.9308N,95.3061W","28.9635N,95.2728W",,0,"-1","-1","-1",,,
80032889,311.83195,3,2013,1,0,"NAPLES BEACH","","","","","FL","","",59,"26.1304N,81.8062W","26.1390N,81.7957W",1,0,"-1","-1","-1",-1,2,2
80032889,293.78414,2,2013,3,0,"","","","GOODLAND","","FL","COLLIER","",60,"25.9238N,81.6476W","25.9536N,81.7244W",,0,"-1","-1","-1",,,
80032889,293.78414,2,2013,1,0,"","","","MARCO ISLAND","","FL","","",60,"25.9536N,81.7244W","25.9536N,81.7244W",1,0,"-1","-1","-1",-1,1,-1
80032889,311.83195,3,2013,1,0,"","","","MARCO ISLAND","","FL","","",60,"25.9536N,81.7244W","25.9536N,81.7244W",1,0,"-1","-1","-1",-1,2,2
80041939,344.01726,2,2013,0,1,"","","","ORANGE BEACH","","AL","BALDWIN","",21,"30.2950N,87.5748W","30.2950N,87.5748W",7,0,"-1","-1","-1",1,2,1
80041966,629.78904,4,2013,1,0,"","","","GULFPORT","","MS","HARRISON","",15,"30.3803N,89.0923W","30.3803N,89.0923W",1,0,"-1","-1","-1",-1,1,-1
80046176,347.18335,1,2013,0,1,"","","","GULFPORT","","MS","HARRISON","",15,"30.3803N,89.0923W","30.3803N,89.0923W",2,0,"-1","-1","-1",2,2,1
80046550,6734.3656,3,2013,1,0,"VILANO BEACH","","","","","FL","","",78,"29.9564N,81.3049W","29.8545N,81.2797W",1,0,"-1","-1","-1",-1,2,1
80046550,13298.033,4,2013,1,0,"VILANO BEACH","","","","","FL","","",78,"29.9564N,81.3049W","29.8545N,81.2797W",1,0,"-1","-1","-1",-1,2,1
80046550,13298.033,4,2013,1,0,"VILANO BEACH","","","","","FL","","",78,"29.9564N,81.3049W","29.8545N,81.2797W",1,0,"-1","-1","-1",-1,2,1
80049159,8919.9628,1,2013,0,1,"","","","COCOA BEACH","","FL","","",73,"28.3175N,80.6100W","28.3175N,80.6100W",3,0,"-1","-1","-1",2,2,2
80052944,2159.1506,1,2013,1,0,"ENGLEWOOD BEACH","","","ENGLEWOOD","","FL","CHARLOTTE","",54,"26.9055N,82.3502W","26.9055N,82.3502W",1,0,"-1","-1","-1",-1,2,4
80052944,2159.1506,1,2013,1,0,"ENGLEWOOD BEACH","","","ENGLEWOOD","","FL","CHARLOTTE","",54,"26.9055N,82.3502W","26.9055N,82.3502W",1,0,"-1","-1","-1",-1,2,4
80060798,3768.5012,1,2013,1,0,"","","","HUDSON BEACH","","FL","PASCO","",41,"28.3594N,82.7070W","28.3594N,82.7070W",1,0,"-1","-1","-1",-1,2,1
80064732,3034.5547,4,2013,0,1,"","","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",3,0,"-1","-1","-1",3,2,1
80070005,4610.2248,1,2013,1,0,"","","","FRANKLIN","","LA","","",10,"29.7920N,91.4983W","29.7920N,91.4983W",1,0,"-1","-1","-1",-1,2,3
80072474,125.32059,12,2012,.83964433,.09774013,"BAFFIN BAY","","","","","TX","","",2,"27.2950N,97.5984W","27.8628N,97.3391W",80,1,"-8","FALFURRIS","TX",-1,-1,-1
80076829,23226.227,1,2013,1,0,"PINE ISLAND NATIONAL WILDLIFE REFUGE","","","","","FL","","",57,"26.6136N,82.1222W","26.4486N,81.9427W",1,0,"-1","-1","-1",-1,2,1
80086659,338.82269,4,2013,0,1,"","","","ORANGE BEACH","","AL","BALDWIN","",21,"30.2950N,87.5748W","30.2950N,87.5748W",4,0,"-1","-1","-1",2,2,4
80086659,181.23398,3,2013,0,1,"","","","ORANGE BEACH","","AL","BALDWIN","",21,"30.2950N,87.5748W","30.2950N,87.5748W",3,0,"-1","-1","-1",2,2,3
80088345,26303.581,3,2013,1,0,"","A1A","","DAYTONA BEACH","","FL","","",75,"29.2035N,81.0394W","29.2035N,81.0394W",1,0,"-1","-1","-1",-1,2,4
80090816,1014.3709,3,2013,1,0,"STUART BEACH","NEAR STUART CAUSEWAY","","","","FL","MARTIN","",69,"27.2141N,80.1736W","27.3546N,80.2472W",1,0,"-1","-1","-1",-1,2,1
80090816,1107.7994,4,2013,1,0,"STUART BEACH","NEAR STUART CAUSEWAY","","","","FL","MARTIN","",69,"27.2141N,80.1736W","27.3546N,80.2472W",1,0,"-1","-1","-1",-1,2,1
80103350,4849.5284,3,2013,1,0,"ROBERT K REES MEMORIAL PARK (GREEN KEY BEACH)","","4835 GREEN KEY RD","NEW PORT RICHEY","","FL","","34652",41,"28.2540N,82.7566W","28.3594N,82.7070W",1,0,"-1","-1","-1",-1,1,-1
80108104,1740.5119,1,2013,.40445038,0,"CRESCENT BEACH IN CRESCENT BEACH","","","CRESCENT BEACH","","FL","ST JOHNS","",78,"29.8117N,81.2623W","29.8545N,81.2797W",,0,"-1","-1","-1",,,
80108104,3748.7802,2,2013,1,0,"","","","SAINT AUGUSTINE","","FL","","",78,"29.8921N,81.3142W","29.8545N,81.2797W",1,0,"-1","-1","-1",-1,1,-1
80108104,1740.5119,1,2013,.40445038,0,"THAT PLACE","","","-8","","-8","","",-1,"","",,0,"-1","-1","-1",,,
80108104,1740.5119,1,2013,.40445038,0,"","","","SAINT AUGUSTINE","","FL","","",78,"29.8921N,81.3142W","29.8545N,81.2797W",,0,"-1","-1","-1",,,
80108104,2090.8542,12,2012,3.0679217,0,"THAT PLACE","","","-8","","-8","","",-1,"","",,0,"-1","-1","-1",,,
80108104,3748.7802,2,2013,1,0,"CRESCENT BEACH IN CRESCENT BEACH","","","CRESCENT BEACH","","FL","ST JOHNS","",78,"29.8117N,81.2623W","29.8545N,81.2797W",1,0,"-1","-1","-1",-1,1,-1
80108104,2090.8542,12,2012,.38349021,0,"","","","SAINT AUGUSTINE","","FL","","",78,"29.8921N,81.3142W","29.8545N,81.2797W",,0,"-1","-1","-1",,,
80108104,1740.5119,1,2013,3.2356031,0,"THAT PLACE","","","-8","","-8","","",-1,"","",,0,"-1","-1","-1",,,
80108104,2090.8542,12,2012,.38349021,0,"CRESCENT BEACH IN CRESCENT BEACH","","","CRESCENT BEACH","","FL","ST JOHNS","",78,"29.8117N,81.2623W","29.8545N,81.2797W",,0,"-1","-1","-1",,,
80108104,3748.7802,2,2013,.21205941,0,"","A1A","","DAYTONA BEACH","","FL","","",75,"29.2035N,81.0394W","29.2035N,81.0394W",,0,"-1","-1","-1",,,
80108104,1740.5119,1,2013,.40445038,0,"","A1A","","DAYTONA BEACH","","FL","","",75,"29.2035N,81.0394W","29.2035N,81.0394W",,0,"-1","-1","-1",,,
80108104,3748.7802,2,2013,1,0,"","","","SAINT AUGUSTINE","","FL","","",78,"29.8921N,81.3142W","29.8545N,81.2797W",1,0,"-1","-1","-1",-1,1,-1
80108104,3748.7802,2,2013,.21205941,0,"","","","SAINT AUGUSTINE","","FL","","",78,"29.8921N,81.3142W","29.8545N,81.2797W",,0,"-1","-1","-1",,,
80108104,3748.7802,2,2013,1.6964753,0,"THAT PLACE","","","-8","","-8","","",-1,"","",,0,"-1","-1","-1",,,
80108104,3748.7802,2,2013,.21205941,0,"THAT PLACE","","","-8","","-8","","",-1,"","",,0,"-1","-1","-1",,,
80108104,2090.8542,12,2012,.38349021,0,"THAT PLACE","","","-8","","-8","","",-1,"","",,0,"-1","-1","-1",,,
80108104,3748.7802,2,2013,.21205941,0,"CRESCENT BEACH IN CRESCENT BEACH","","","CRESCENT BEACH","","FL","ST JOHNS","",78,"29.8117N,81.2623W","29.8545N,81.2797W",,0,"-1","-1","-1",,,
80108104,2090.8542,12,2012,.38349021,0,"","A1A","","DAYTONA BEACH","","FL","","",75,"29.2035N,81.0394W","29.2035N,81.0394W",,0,"-1","-1","-1",,,
80121318,25125.186,5,2013,0,1,"","","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",3,0,"-1","-1","-1",1,2,7
80166216,4172.887,1,2013,1,0,"","","","GALVESTON","","TX","GALVESTON","",6,"29.2953N,94.8079W","29.2953N,94.8079W",1,0,"-1","-1","-1",-1,2,2
80182298,507.71825,2,2013,23.779149,0,"","","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",,0,"-1","-1","-1",,3,
80182298,610.28255,3,2013,1,0,"","","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",1,0,"-1","-1","-1",-1,3,-1
80182298,610.28255,3,2013,1,0,"","","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",1,0,"-1","-1","-1",-1,3,-1
80182298,610.28255,3,2013,33.544455,0,"","","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",,0,"-1","-1","-1",,3,
80182298,610.28255,3,2013,1,0,"","","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",1,0,"-1","-1","-1",-1,3,-1
80182298,418.63409,1,2013,22.676396,0,"","","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",,0,"-1","-1","-1",,3,
80188106,2018.8188,2,2013,.270761,.00423165,"","","","SANIBEL ISLAND","","FL","","",57,"26.4490N,82.0220W","26.4486N,81.9427W",,0,"-1","-1","-1",,,
80188106,2018.8188,2,2013,1,0,"","","","PORT RICHEY","","FL","PASCO","",41,"28.2816N,82.7166W","28.3594N,82.7070W",1,0,"-1","-1","-1",-1,2,1
80188106,2018.8188,2,2013,.81228299,.01269496,"","","","HOMOSASSA SPRINGS","","FL","CITRUS","",40,"28.8055N,82.5758W","28.9001N,82.5930W",,0,"-1","-1","-1",,,
80188106,1447.8171,12,2012,.3427527,.00535679,"","","","EVERGLADES CITY","","FL","","",60,"25.8581N,81.3850W","25.9536N,81.7244W",,0,"-1","-1","-1",,,
80188106,1293.6422,1,2013,.36148631,.00564958,"","","","SANIBEL ISLAND","","FL","","",57,"26.4490N,82.0220W","26.4486N,81.9427W",,0,"-1","-1","-1",,,
80188106,2018.8188,2,2013,5.4152199,.08463307,"ROBERT K REES MEMORIAL PARK (GREEN KEY BEACH)","","4835 GREEN KEY RD","NEW PORT RICHEY","","FL","","34652",41,"28.2540N,82.7566W","28.3594N,82.7070W",,0,"-1","-1","-1",,,
80188106,1293.6422,1,2013,1.0844589,.01694873,"","","","HOMOSASSA SPRINGS","","FL","CITRUS","",40,"28.8055N,82.5758W","28.9001N,82.5930W",,0,"-1","-1","-1",,,
80188106,1447.8171,12,2012,.3427527,.00535679,"","","","SANIBEL ISLAND","","FL","","",57,"26.4490N,82.0220W","26.4486N,81.9427W",,0,"-1","-1","-1",,,
80188106,2018.8188,2,2013,1,0,"HONEYMOON ISLAND STATE PARK","","1 CAUSEWAY BLVD","DUNEDIN","","FL","","",43,"28.0598N,82.8137W","28.0598N,82.8137W",1,0,"-1","-1","-1",-1,1,-1
80188106,1293.6422,1,2013,4.3378357,.06779491,"","","","PORT RICHEY","","FL","PASCO","",41,"28.2816N,82.7166W","28.3594N,82.7070W",,0,"-1","-1","-1",,,
80188106,2018.8188,2,2013,1,0,"ROBERT K REES MEMORIAL PARK (GREEN KEY BEACH)","","4835 GREEN KEY RD","NEW PORT RICHEY","","FL","","34652",41,"28.2540N,82.7566W","28.3594N,82.7070W",1,0,"-1","-1","-1",-1,1,-1
80188106,1447.8171,12,2012,4.1130324,.06428152,"","","","PORT RICHEY","","FL","PASCO","",41,"28.2816N,82.7166W","28.3594N,82.7070W",,0,"-1","-1","-1",,,
80188106,1293.6422,1,2013,1.0844589,.01694873,"HONEYMOON ISLAND STATE PARK","","1 CAUSEWAY BLVD","DUNEDIN","","FL","","",43,"28.0598N,82.8137W","28.0598N,82.8137W",,0,"-1","-1","-1",,,
80188106,1447.8171,12,2012,1.0282581,.01607038,"HONEYMOON ISLAND STATE PARK","","1 CAUSEWAY BLVD","DUNEDIN","","FL","","",43,"28.0598N,82.8137W","28.0598N,82.8137W",,0,"-1","-1","-1",,,
80188106,2018.8188,2,2013,3.2491319,.05077984,"","","","PORT RICHEY","","FL","PASCO","",41,"28.2816N,82.7166W","28.3594N,82.7070W",,0,"-1","-1","-1",,,
80188106,1293.6422,1,2013,.36148631,.00564958,"","","","EVERGLADES CITY","","FL","","",60,"25.8581N,81.3850W","25.9536N,81.7244W",,0,"-1","-1","-1",,,
80188106,2018.8188,2,2013,.270761,.00423165,"","","","EVERGLADES CITY","","FL","","",60,"25.8581N,81.3850W","25.9536N,81.7244W",,0,"-1","-1","-1",,,
80188106,1293.6422,1,2013,7.2297261,.11299152,"ROBERT K REES MEMORIAL PARK (GREEN KEY BEACH)","","4835 GREEN KEY RD","NEW PORT RICHEY","","FL","","34652",41,"28.2540N,82.7566W","28.3594N,82.7070W",,0,"-1","-1","-1",,,
80188106,1447.8171,12,2012,1.0282581,.01607038,"","","","HOMOSASSA SPRINGS","","FL","CITRUS","",40,"28.8055N,82.5758W","28.9001N,82.5930W",,0,"-1","-1","-1",,,
80188106,1447.8171,12,2012,6.8550539,.10713586,"ROBERT K REES MEMORIAL PARK (GREEN KEY BEACH)","","4835 GREEN KEY RD","NEW PORT RICHEY","","FL","","34652",41,"28.2540N,82.7566W","28.3594N,82.7070W",,0,"-1","-1","-1",,,
80188106,2018.8188,2,2013,.81228299,.01269496,"HONEYMOON ISLAND STATE PARK","","1 CAUSEWAY BLVD","DUNEDIN","","FL","","",43,"28.0598N,82.8137W","28.0598N,82.8137W",,0,"-1","-1","-1",,,
80189493,586.56625,1,2013,1.4643933,0,"","","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",,0,"-1","-1","-1",,,
80189493,572.55388,2,2013,1.5356067,0,"","","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",,0,"-1","-1","-1",,,
80189493,572.55388,2,2013,1,0,"","","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",1,0,"-1","-1","-1",-1,2,1
80189493,572.55388,2,2013,1.0237378,0,"FORT PICKENS","","","PENSACOLA BEACH","","FL","","",22,"30.3270N,87.2467W","30.3085N,87.4268W",,0,"-1","-1","-1",,,
80189493,586.56625,1,2013,.97626217,0,"FORT PICKENS","","","PENSACOLA BEACH","","FL","","",22,"30.3270N,87.2467W","30.3085N,87.4268W",,0,"-1","-1","-1",,,
80191544,2028.8821,11,2012,1,0,"SEBASTIAN INLET STATE PARK","","9700 S HIGHWAY A1A","MELBOURNE BEACH","","FL","","32951",71,"27.8687N,80.4528W","27.6388N,80.3942W",1,0,"-1","-1","-1",-1,2,2
80201630,792.14792,12,2012,1,0,"","","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",1,0,"-1","-1","-1",-1,3,-1
80201630,642.20402,1,2013,1,0,"","","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",1,0,"-1","-1","-1",-1,3,-1
80201630,1350.1654,2,2013,1,0,"","","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",1,0,"-1","-1","-1",-1,3,-1
80213688,8383.838,11,2012,0,1,"","","","OCEAN SPRINGS","","MS","JACKSON","",16,"30.4162N,88.8081W","30.3943N,88.8963W",2,0,"-1","-1","-1",2,2,2
80213820,4158.6222,12,2012,0,1,"","","","SEBASTIAN","","FL","INDIAN RIVER","",71,"27.8171N,80.4751W","27.6388N,80.3942W",2,0,"-1","-1","-1",1,2,4
80244123,160.07642,4,2013,1,0,"","","","ALLIGATOR POINT","","FL","","",37,"29.9034N,84.4174W","29.9034N,84.4174W",1,0,"-1","-1","-1",-1,3,-1
80244123,160.07642,4,2013,11.849507,0,"","","","ALLIGATOR POINT","","FL","","",37,"29.9034N,84.4174W","29.9034N,84.4174W",,0,"-1","-1","-1",,3,
80244123,151.91367,3,2013,.40752464,0,"","","","SAINT MARKS","","FL","WAKULLA","",38,"30.1578N,84.2047W","30.0579N,84.2915W",,0,"-1","-1","-1",,,
80244123,151.91367,3,2013,8.1504927,0,"","","","ALLIGATOR POINT","","FL","","",37,"29.9034N,84.4174W","29.9034N,84.4174W",,0,"-1","-1","-1",,3,
80244123,160.07642,4,2013,1.1849507,0,"","","","SAINT GEORGE ISLAND","","FL","","",35,"29.6584N,84.8803W","29.6584N,84.8803W",,0,"-1","-1","-1",,,
80244123,151.91367,3,2013,.81504927,0,"DOG ISLAND","","","","CARRABELLE","FL","","",36,"29.7979N,84.6086W","29.7967N,84.7461W",,0,"-1","-1","-1",,,
80244123,160.07642,4,2013,.59247536,0,"","","","SAINT MARKS","","FL","WAKULLA","",38,"30.1578N,84.2047W","30.0579N,84.2915W",,0,"-1","-1","-1",,,
80244123,160.07642,4,2013,1.1849507,0,"DOG ISLAND","","","","CARRABELLE","FL","","",36,"29.7979N,84.6086W","29.7967N,84.7461W",,0,"-1","-1","-1",,,
80244123,151.91367,3,2013,.81504927,0,"","","","SAINT GEORGE ISLAND","","FL","","",35,"29.6584N,84.8803W","29.6584N,84.8803W",,0,"-1","-1","-1",,,
80245410,2900.3907,3,2013,1,0,"BOYNTON BEACH MUNICIPAL","","","BOYNTON BEACH","","FL","","",66,"26.5279N,80.0472W","26.4728N,80.0557W",1,0,"-1","-1","-1",-1,1,-1
80245410,3056.2368,4,2013,1,0,"BOYNTON BEACH MUNICIPAL","","","BOYNTON BEACH","","FL","","",66,"26.5279N,80.0472W","26.4728N,80.0557W",1,0,"-1","-1","-1",-1,1,-1
80258988,7239.7791,1,2013,1,0,"","","","SAINT AUGUSTINE BEACH","","FL","","",78,"29.8545N,81.2797W","29.8545N,81.2797W",1,0,"-1","-1","-1",-1,2,1
80259006,157826.78,2,2013,1,0,"","","","FORT MYERS BEACH","","FL","","",57,"26.4486N,81.9427W","26.4486N,81.9427W",1,0,"-1","-1","-1",-1,2,2
80266367,24056.592,4,2013,1,0,"","","","PANAMA CITY BEACH","","FL","","",31,"30.1916N,85.8324W","30.1916N,85.8324W",1,0,"-1","-1","-1",-1,3,-1
80271240,8515.9434,1,2013,1,0,"","A1A","","DAYTONA BEACH","","FL","","",75,"29.2035N,81.0394W","29.2035N,81.0394W",1,0,"-1","-1","-1",-1,3,-1
80271240,8515.9434,1,2013,1,0,"","A1A","","DAYTONA BEACH","","FL","","",75,"29.2035N,81.0394W","29.2035N,81.0394W",1,0,"-1","-1","-1",-1,3,-1
80271240,8515.9434,1,2013,1,0,"","A1A","","DAYTONA BEACH","","FL","","",75,"29.2035N,81.0394W","29.2035N,81.0394W",1,0,"-1","-1","-1",-1,3,-1
80284352,27397.923,3,2013,0,1,"SANDESTIN GOLF AND BEACH RESORT","","9300 EMERALD COAST PKWY","DESTIN","","FL","","32541",28,"30.3784N,86.3303W","30.3741N,86.2332W",4,0,"-1","-1","-1",2,2,2
80287540,1093.0693,4,2013,1,0,"","","","PANAMA CITY","","FL","BAY","",32,"30.1598N,85.6603W","30.1598N,85.6603W",1,0,"-1","-1","-1",-1,2,3
80300823,3120.1382,4,2013,1,0,"","A1A","","DAYTONA BEACH","","FL","","",75,"29.2035N,81.0394W","29.2035N,81.0394W",1,0,"-1","-1","-1",-1,2,1
80304139,1128.8671,2,2013,1,0,"","","","LIDO KEY","","FL","","",52,"27.3121N,82.5760W","27.2619N,82.5483W",1,0,"-1","-1","-1",-1,1,-1
80304139,1128.8671,2,2013,1,0,"","","","LIDO KEY","","FL","","",52,"27.3121N,82.5760W","27.2619N,82.5483W",,0,"-1","-1","-1",,,
80310466,2477.5456,4,2013,1,0,"","","","BILOXI","","MS","HARRISON","",16,"30.3943N,88.8963W","30.3943N,88.8963W",1,0,"-1","-1","-1",-1,1,-1
80310466,1921.4774,3,2013,1,0,"","","","GULFPORT","","MS","HARRISON","",15,"30.3803N,89.0923W","30.3803N,89.0923W",1,0,"-1","-1","-1",-1,1,-1
80311203,3825.4339,12,2012,0,1,"","","","KEY WEST","","FL","MONROE","",61,"24.5544N,81.8003W","24.6611N,81.4447W",2,0,"-1","-1","-1",1,2,1
80311203,3105.7269,1,2013,1,0,"","","","PONTE VEDRA BEACH","","FL","","",79,"30.2307N,81.3872W","30.2887N,81.3917W",1,0,"-1","-1","-1",-1,2,2
80345691,2297.615,12,2012,1,0,"FORT ZACHARY TAYLOR HISTORIC STATE PARK","","601 HOWARD ENGLAND WAY","KEY WEST","","FL","","33040",61,"24.5480N,81.8093W","24.6611N,81.4447W",1,0,"-1","-1","-1",-1,1,-1
80352680,25655.869,3,2013,1,0,"","","","CLEARWATER","","FL","PINELLAS","",44,"27.9655N,82.7997W","28.0000N,82.8286W",1,0,"-1","-1","-1",-1,2,3
80355056,3506.7553,3,2013,1.2365405,0,"","","","NORTH REDINGTON BEACH","","FL","","",45,"27.8177N,82.8227W","27.8506N,82.8443W",,0,"-1","-1","-1",,,
80355056,6158.6387,4,2013,1,0,"","","","INDIAN SHORES","","FL","PINELLAS","",45,"27.8506N,82.8443W","27.8506N,82.8443W",1,0,"-1","-1","-1",-1,2,1
80355056,3303.7959,2,2013,.76345949,0,"","","","NORTH REDINGTON BEACH","","FL","","",45,"27.8177N,82.8227W","27.8506N,82.8443W",,0,"-1","-1","-1",,,
80355056,3506.7553,3,2013,1,0,"","","","JACKSONVILLE","","FL","DUVAL","",-1,"30.3314N,81.6562W","",1,0,"-1","-1","-1",-1,2,1
80355056,3303.7959,2,2013,.76345949,0,"INDIAN ROCKS BEACH","","","","","FL","","",45,"27.9000N,82.8498W","27.8506N,82.8443W",,0,"-1","-1","-1",,,
80355056,6158.6387,4,2013,1,0,"","","","NORTH REDINGTON BEACH","","FL","","",45,"27.8177N,82.8227W","27.8506N,82.8443W",1,0,"-1","-1","-1",-1,2,1
80355056,3506.7553,3,2013,1.2365405,0,"INDIAN ROCKS BEACH","","","","","FL","","",45,"27.9000N,82.8498W","27.8506N,82.8443W",,0,"-1","-1","-1",,,
80356839,894.31669,4,2013,2.9371184,0,"","","","PUNTA GORDA","","FL","CHARLOTTE","",56,"26.9329N,82.0528W","26.9834N,82.1016W",,0,"-1","-1","-1",,,
80356839,2321.6249,5,2013,1.042632,0,"","","","PUNTA GORDA","","FL","CHARLOTTE","",56,"26.9329N,82.0528W","26.9834N,82.1016W",,0,"-1","-1","-1",,,
80356839,818.89264,3,2013,2.0202496,0,"","","","PUNTA GORDA","","FL","CHARLOTTE","",56,"26.9329N,82.0528W","26.9834N,82.1016W",,0,"-1","-1","-1",,,
80356839,894.31669,4,2013,1,0,"","","","PUNTA GORDA","","FL","CHARLOTTE","",56,"26.9329N,82.0528W","26.9834N,82.1016W",1,0,"-1","-1","-1",-1,2,1
80356839,2321.6249,5,2013,1,0,"","","","PUNTA GORDA","","FL","CHARLOTTE","",56,"26.9329N,82.0528W","26.9834N,82.1016W",1,0,"-1","-1","-1",-1,2,1
80356839,2321.6249,5,2013,1,0,"","","","PUNTA GORDA","","FL","CHARLOTTE","",56,"26.9329N,82.0528W","26.9834N,82.1016W",1,0,"-1","-1","-1",-1,2,1
80360283,6395.2294,12,2012,1,0,"","","","ORANGE BEACH","","AL","BALDWIN","",21,"30.2950N,87.5748W","30.2950N,87.5748W",1,0,"-1","-1","-1",-1,2,4
80373461,852.32788,2,2013,1,0,"","","","BILOXI","","MS","HARRISON","",16,"30.3943N,88.8963W","30.3943N,88.8963W",1,0,"-1","-1","-1",-1,2,1
80378804,3499.8037,12,2012,1,0,"","A1A","","DAYTONA BEACH","","FL","","",75,"29.2035N,81.0394W","29.2035N,81.0394W",1,0,"-1","-1","-1",-1,1,-1
80378804,3499.8037,12,2012,1,0,"","A1A","","DAYTONA BEACH","","FL","","",75,"29.2035N,81.0394W","29.2035N,81.0394W",1,0,"-1","-1","-1",-1,1,-1
80378804,3499.8037,12,2012,1,0,"","A1A","","DAYTONA BEACH","","FL","","",75,"29.2035N,81.0394W","29.2035N,81.0394W",1,0,"-1","-1","-1",-1,1,-1
80382061,1383.3135,2,2013,1,0,"PASS-A-GRILLE BEACH","","","","","FL","","",46,"27.7023N,82.7373W","27.7247N,82.7437W",1,0,"-1","-1","-1",-1,2,1
80382061,1609.1592,3,2013,1,0,"PASS-A-GRILLE BEACH","","","","","FL","","",46,"27.7023N,82.7373W","27.7247N,82.7437W",1,0,"-1","-1","-1",-1,2,1
80382061,1035.9061,1,2013,1,0,"PASS-A-GRILLE BEACH","","","","","FL","","",46,"27.7023N,82.7373W","27.7247N,82.7437W",1,0,"-1","-1","-1",-1,2,1
80399751,3695.7388,11,2012,.40036012,0,"","","","SEBASTIAN","","FL","INDIAN RIVER","",71,"27.8171N,80.4751W","27.6388N,80.3942W",,0,"-1","-1","-1",,,
80399751,3695.7388,11,2012,3.202881,0,"HAULOVER CANAL","","","TITUSVILLE","","FL","","",73,"28.7329N,80.7569W","28.3175N,80.6100W",,0,"-1","-1","-1",,,
80399751,7010.5152,1,2013,1,0,"","","","NEW SMYRNA BEACH","","FL","","",74,"29.0269N,80.9228W","29.0269N,80.9228W",1,0,"-1","-1","-1",-1,2,3
80399751,3695.7388,11,2012,4.0036012,0,"","","","NEW SMYRNA BEACH","","FL","","",74,"29.0269N,80.9228W","29.0269N,80.9228W",,0,"-1","-1","-1",,,
80399751,7010.5152,1,2013,2.1135727,0,"","","","NEW SMYRNA BEACH","","FL","","",74,"29.0269N,80.9228W","29.0269N,80.9228W",,0,"-1","-1","-1",,,
80399751,7010.5152,1,2013,1,0,"","","","NEW SMYRNA BEACH","","FL","","",74,"29.0269N,80.9228W","29.0269N,80.9228W",1,0,"-1","-1","-1",-1,2,3
80399751,3557.8548,12,2012,.38828261,0,"","","","SEBASTIAN","","FL","INDIAN RIVER","",71,"27.8171N,80.4751W","27.6388N,80.3942W",,0,"-1","-1","-1",,,
80399751,3695.7388,11,2012,.40036012,0,"COCOA  INLET","","","COCOA","","FL","","",73,"28.3516N,80.7261W","28.3175N,80.6100W",,0,"-1","-1","-1",,,
80399751,7010.5152,1,2013,.21135727,0,"","","","SEBASTIAN","","FL","INDIAN RIVER","",71,"27.8171N,80.4751W","27.6388N,80.3942W",,0,"-1","-1","-1",,,
